Entry	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Protein names	Function [CC]	Catalytic activity	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology (biological process)	Gene ontology (cellular component)	Subcellular location [CC]	Pathway	Cofactor	Subunit structure [CC]	EC number	Length	Activity regulation	Kinetics	Miscellaneous [CC]	Status	Protein existence	Proteomes
P54691	slr0032	ilvE		Probable branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42)	FUNCTION: Acts on leucine, isoleucine and valine. {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-leucine = 4-methyl-2-oxopentanoate + L-glutamate; Xref=Rhea:RHEA:18321, ChEBI:CHEBI:16810, ChEBI:CHEBI:17865, ChEBI:CHEBI:29985, ChEBI:CHEBI:57427; EC=2.6.1.42; CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-isoleucine = (S)-3-methyl-2-oxopentanoate + L-glutamate; Xref=Rhea:RHEA:24801, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:35146, ChEBI:CHEBI:58045; EC=2.6.1.42; CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-valine = 3-methyl-2-oxobutanoate + L-glutamate; Xref=Rhea:RHEA:24813, ChEBI:CHEBI:11851, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:57762; EC=2.6.1.42;	L-isoleucine transaminase activity [GO:0052656]; L-leucine transaminase activity [GO:0052654]; L-leucine:2-oxoglutarate aminotransferase activity [GO:0050048]; L-valine transaminase activity [GO:0052655]; carboxylic acid metabolic process [GO:0019752]; isoleucine biosynthetic process [GO:0009097]; leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]	L-isoleucine transaminase activity [GO:0052656]; L-leucine:2-oxoglutarate aminotransferase activity [GO:0050048]; L-leucine transaminase activity [GO:0052654]; L-valine transaminase activity [GO:0052655]	carboxylic acid metabolic process [GO:0019752]; isoleucine biosynthetic process [GO:0009097]; leucine biosynthetic process [GO:0009098]; valine biosynthetic process [GO:0009099]			PATHWAY: Amino-acid biosynthesis; L-isoleucine biosynthesis; L-isoleucine from 2-oxobutanoate: step 4/4.; PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 4/4.; PATHWAY: Amino-acid biosynthesis; L-valine biosynthesis; L-valine from pyruvate: step 4/4.	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; 		2.6.1.42	305				reviewed	Inferred from homology	UP000001425: Chromosome
P73960	slr1517	leuB		3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	FUNCTION: Catalyzes the oxidation of 3-carboxy-2-hydroxy-4-methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2-oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate (By similarity). {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=(2R,3S)-3-isopropylmalate + NAD(+) = 4-methyl-2-oxopentanoate + CO2 + NADH; Xref=Rhea:RHEA:32271, ChEBI:CHEBI:16526, ChEBI:CHEBI:17865, ChEBI:CHEBI:35121, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.1.1.85;	cytosol [GO:0005829]; 3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; leucine biosynthetic process [GO:0009098]	3-isopropylmalate dehydrogenase activity [GO:0003862]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]	leucine biosynthetic process [GO:0009098]	cytosol [GO:0005829]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 3/4.	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250};  Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};	SUBUNIT: Homodimer. {ECO:0000250}.	1.1.1.85	362				reviewed	Inferred from homology	UP000001425: Chromosome
P73090	slr2047			PhoH-like protein			cytosol [GO:0005829]; ATP binding [GO:0005524]	ATP binding [GO:0005524]		cytosol [GO:0005829]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.					328				reviewed	Inferred from homology	UP000001425: Chromosome
Q55842	slr0519	purS		Phosphoribosylformylglycinamidine synthase subunit PurS (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit III) (FGAR amidotransferase III) (FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)	FUNCTION: Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL. {ECO:0000255|HAMAP-Rule:MF_01926}.	CATALYTIC ACTIVITY: Reaction=ATP + H2O + L-glutamine + N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide = 2-formamido-N(1)-(5-O-phospho-beta-D-ribosyl)acetamidine + ADP + H(+) + L-glutamate + phosphate; Xref=Rhea:RHEA:17129, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:29985, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:58359, ChEBI:CHEBI:147286, ChEBI:CHEBI:147287, ChEBI:CHEBI:456216; EC=6.3.5.3; Evidence={ECO:0000255|HAMAP-Rule:MF_01926};	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]; 'de novo' IMP biosynthetic process [GO:0006189]	ATP binding [GO:0005524]; phosphoribosylformylglycinamidine synthase activity [GO:0004642]	'de novo' IMP biosynthetic process [GO:0006189]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01926}.	PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole from N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide: step 1/2. {ECO:0000255|HAMAP-Rule:MF_01926}.		SUBUNIT: Homodimer. Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits (By similarity). {ECO:0000250}.	6.3.5.3	100				reviewed	Inferred from homology	UP000001425: Chromosome
P21697	sll0199	petE		Plastocyanin	FUNCTION: Participates in electron transfer between P700 and the cytochrome b6-f complex in photosystem I. {ECO:0000255|HAMAP-Rule:MF_00566, ECO:0000269|PubMed:9466912}.		plasma membrane-derived thylakoid membrane [GO:0031676]; copper ion binding [GO:0005507]; electron transfer activity [GO:0009055]	copper ion binding [GO:0005507]; electron transfer activity [GO:0009055]		plasma membrane-derived thylakoid membrane [GO:0031676]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000269|PubMed:9466912}; Peripheral membrane protein {ECO:0000269|PubMed:9466912}; Lumenal side {ECO:0000269|PubMed:9466912}. Note=Loosely bound to the thylakoid inner membrane surface (PubMed:9466912).		COFACTOR: Name=Cu(2+); Xref=ChEBI:CHEBI:29036; Evidence={ECO:0000255|HAMAP-Rule:MF_00566, ECO:0000269|PubMed:9466912}; 			126				reviewed	Evidence at protein level	UP000001425: Chromosome
P73942	sll1425	proS		Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	FUNCTION: Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction: proline is first activated by ATP to form Pro-AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys-tRNA(Pro) is not edited by ProRS. {ECO:0000255|HAMAP-Rule:MF_01569}.	CATALYTIC ACTIVITY: Reaction=ATP + L-proline + tRNA(Pro) = AMP + diphosphate + L-prolyl-tRNA(Pro); Xref=Rhea:RHEA:14305, Rhea:RHEA-COMP:9700, Rhea:RHEA-COMP:9702, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:60039, ChEBI:CHEBI:78442, ChEBI:CHEBI:78532, ChEBI:CHEBI:456215; EC=6.1.1.15; Evidence={ECO:0000255|HAMAP-Rule:MF_01569};	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]	prolyl-tRNA aminoacylation [GO:0006433]	cytosol [GO:0005829]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01569}.			SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01569}.	6.1.1.15	603				reviewed	Inferred from homology	UP000001425: Chromosome
Q55433	slr0846			Putative HTH-type transcriptional regulator slr0846			cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	regulation of transcription, DNA-templated [GO:0006355]	cytosol [GO:0005829]						147				reviewed	Predicted	UP000001425: Chromosome
P74696	slr0457	truB		tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	FUNCTION: Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs. {ECO:0000255|HAMAP-Rule:MF_01080}.	CATALYTIC ACTIVITY: Reaction=uridine(55) in tRNA = pseudouridine(55) in tRNA; Xref=Rhea:RHEA:42532, Rhea:RHEA-COMP:10101, Rhea:RHEA-COMP:10102, ChEBI:CHEBI:65314, ChEBI:CHEBI:65315; EC=5.4.99.25; Evidence={ECO:0000255|HAMAP-Rule:MF_01080};	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]; mRNA pseudouridine synthesis [GO:1990481]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; tRNA pseudouridine synthase activity [GO:0106029]	mRNA pseudouridine synthesis [GO:1990481]; tRNA modification [GO:0006400]; tRNA pseudouridine synthesis [GO:0031119]						5.4.99.25	296				reviewed	Inferred from homology	UP000001425: Chromosome
P72935	sll1017			Putative ammonium transporter sll1017			integral component of plasma membrane [GO:0005887]; ammonium transmembrane transporter activity [GO:0008519]	ammonium transmembrane transporter activity [GO:0008519]		integral component of plasma membrane [GO:0005887]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					442				reviewed	Inferred from homology	UP000001425: Chromosome
P73336	ssl2233	rpsT	rps20	30S ribosomal protein S20	FUNCTION: Binds directly to 16S ribosomal RNA. {ECO:0000255|HAMAP-Rule:MF_00500}.		cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	translation [GO:0006412]	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]						97				reviewed	Inferred from homology	UP000001425: Chromosome
P74301	slr0936	nadC		Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	FUNCTION: Involved in the catabolism of quinolinic acid (QA). {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=CO2 + diphosphate + nicotinate beta-D-ribonucleotide = 5-phospho-alpha-D-ribose 1-diphosphate + 2 H(+) + quinolinate; Xref=Rhea:RHEA:12733, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:29959, ChEBI:CHEBI:33019, ChEBI:CHEBI:57502, ChEBI:CHEBI:58017; EC=2.4.2.19;	cytoplasm [GO:0005737]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]	NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	cytoplasm [GO:0005737]		PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; nicotinate D-ribonucleotide from quinolinate: step 1/1.		SUBUNIT: Hexamer formed by 3 homodimers. {ECO:0000250}.	2.4.2.19	295				reviewed	Inferred from homology	UP000001425: Chromosome
P73349	slr1199	mutL		DNA mismatch repair protein MutL	FUNCTION: This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a 'molecular matchmaker', a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex (By similarity). {ECO:0000250}.		mismatch repair complex [GO:0032300]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; mismatched DNA binding [GO:0030983]	mismatch repair [GO:0006298]	mismatch repair complex [GO:0032300]						556				reviewed	Inferred from homology	UP000001425: Chromosome
P74562	sll0631	nadB		L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	FUNCTION: Catalyzes the oxidation of L-aspartate to iminoaspartate, the first step in the de novo biosynthesis of NAD(+). {ECO:0000250|UniProtKB:P10902}.	CATALYTIC ACTIVITY: Reaction=L-aspartate + O2 = H2O2 + iminosuccinate; Xref=Rhea:RHEA:25876, ChEBI:CHEBI:15379, ChEBI:CHEBI:16240, ChEBI:CHEBI:29991, ChEBI:CHEBI:77875; EC=1.4.3.16; Evidence={ECO:0000250|UniProtKB:P10902};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:25877; Evidence={ECO:0000250|UniProtKB:P10902};	cytoplasm [GO:0005737]; L-aspartate oxidase activity [GO:0008734]; L-aspartate:fumarate oxidoreductase activity [GO:0044318]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]	L-aspartate:fumarate oxidoreductase activity [GO:0044318]; L-aspartate oxidase activity [GO:0008734]	'de novo' NAD biosynthetic process from aspartate [GO:0034628]	cytoplasm [GO:0005737]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P10902}.	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; iminoaspartate from L-aspartate (oxidase route): step 1/1. {ECO:0000250|UniProtKB:P10902}.	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P10902};  Note=Binds 1 FAD per subunit. {ECO:0000250|UniProtKB:P10902};		1.4.3.16	553				reviewed	Inferred from homology	UP000001425: Chromosome
P74564	sll0629	psaK2		Photosystem I reaction center subunit PsaK 2 (Photosystem I subunit X 2)			integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]		photosynthesis [GO:0015979]	integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.					90				reviewed	Evidence at protein level	UP000001425: Chromosome
P74511	slr1949			Thylakoid membrane protein slr1949			integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]			integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]	SUBCELLULAR LOCATION: Cellular thylakoid membrane {ECO:0000269|PubMed:16287171}; Single-pass membrane protein {ECO:0000269|PubMed:16287171}.					212				reviewed	Predicted	UP000001425: Chromosome
Q55717	slr0639			Uncharacterized MscS family protein slr0639			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]		transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					296				reviewed	Inferred from homology	UP000001425: Chromosome
P72983	sll1509			Ycf20-like protein												109				reviewed	Inferred from homology	UP000001425: Chromosome
P73387	sll1737			Tic20 family protein			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.					160				reviewed	Inferred from homology	UP000001425: Chromosome
P74306	slr0940	crtQ		Zeta-carotene desaturase (EC 1.3.5.6) (9,9'-di-cis-zeta-carotene desaturase) (Carotene 7,8-desaturase)	FUNCTION: Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7' (By similarity). {ECO:0000250}.	CATALYTIC ACTIVITY: Reaction=9,9'-di-cis-zeta-carotene + 2 a quinone = 7,7',9,9'-tetra-cis-lycopene + 2 a quinol; Xref=Rhea:RHEA:30955, ChEBI:CHEBI:24646, ChEBI:CHEBI:48716, ChEBI:CHEBI:62466, ChEBI:CHEBI:132124; EC=1.3.5.6;	7,9,9'-tricis-neurosporene:quinone oxidoreductase activity [GO:0052887]; 9,9'-dicis-carotene:quinone oxidoreductase activity [GO:0052886]; carotene 7,8-desaturase activity [GO:0016719]; oxidoreductase activity [GO:0016491]; carotene biosynthetic process [GO:0016120]; carotenoid biosynthetic process [GO:0016117]	7,9,9'-tricis-neurosporene:quinone oxidoreductase activity [GO:0052887]; 9,9'-dicis-carotene:quinone oxidoreductase activity [GO:0052886]; carotene 7,8-desaturase activity [GO:0016719]; oxidoreductase activity [GO:0016491]	carotene biosynthetic process [GO:0016120]; carotenoid biosynthetic process [GO:0016117]			PATHWAY: Carotenoid biosynthesis; lycopene biosynthesis.	COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000305}; Name=NADP(+); Xref=ChEBI:CHEBI:58349; Evidence={ECO:0000305}; Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000305}; 		1.3.5.6	489				reviewed	Inferred from homology	UP000001425: Chromosome
